X,Y,OBJECTID,CODIGO_EST,UF,ENTIDADE_R,CORPO_DAGU,AMBIENTE,NU1FOSFORO,ME1FOSFORO,MI1FOSFORO,MA1FOSFORO,SD1FOSFORO,LATITUDE,LONGITUDE
-37.94725,-7.028109999770571,1134,CR05,PB,SUDEMA,Açude Coremas (Coremas),2,2,0.58,0.06,1.1,0.735,-7.02811,-37.94725
-36.03542,-6.711169999780673,1135,CR62,PB,SUDEMA,Açude Curimataú (Barra de Santa Rosa),2,2,0.395,0.19,0.6,0.29,-6.71117,-36.03542
-47.10628,-19.053329999417159,1136,PB015,MG,IGAM,Ribeirão Santo Antônio,1,4,0.045,0.02,0.1,0.038,-19.05333,-47.10628
-47.54389,-19.485999999405973,1137,PB017,MG,IGAM,Rio Araguari,1,4,0.035,0.02,0.06,0.019,-19.486,-47.54389
-48.0775,-18.872779999421805,1138,PB019,MG,IGAM,Rio Araguari,1,4,0.06,0.02,0.18,0.08,-18.87278,-48.0775
-48.53094,-18.595169999429078,1139,PB021,MG,IGAM,Rio Araguari,1,4,0.032,0.02,0.05,0.013,-18.59517,-48.53094
-48.21167,-18.985559999418921,1140,PB022,MG,IGAM,Rio Uberabinha,1,4,0.02,0.02,0.02,0,-18.98556,-48.21167
-48.43656,-18.768639999424543,1141,PB023,MG,IGAM,Rio Uberabinha,1,4,0.41,0.15,0.61,0.195,-18.76864,-48.43656
-49.19611,-18.419999999433713,1142,PB025,MG,IGAM,Rio Paranaíba,1,4,0.032,0.02,0.06,0.019,-18.42,-49.19611
-49.44972,-18.941779999420032,1143,PB027,MG,IGAM,Rio Tijuco,1,4,0.03,0.02,0.04,0.012,-18.94178,-49.44972
-49.79833,-18.933889999420266,1144,PB029,MG,IGAM,Rio da Prata,1,4,0.048,0.02,0.1,0.038,-18.93389,-49.79833
-50.50328,-19.050279999417196,1145,PB031,MG,IGAM,Rio Paranaíba,1,4,0.025,0.02,0.04,0.01,-19.05028,-50.50328
-50.67694,-19.220169999412818,1146,PB033,MG,IGAM,Rio São Domingos,1,4,0.055,0.03,0.11,0.038,-19.22017,-50.67694
-51.02,-19.659999999401574,1147,PB034,MG,IGAM,Rio Paranaíba,1,4,0.02,0.02,0.02,0,-19.66,-51.02
-47.16244,-17.034139999470863,1148,PB035,MG,IGAM,Informação não disponível,1,4,0.02,0.02,0.02,0,-17.03414,-47.16244
-47.34506,-17.445639999459733,1149,PB036,MG,IGAM,Informação não disponível,1,4,0.02,0.02,0.02,0,-17.44564,-47.34506
-47.15486,-18.415439999433801,1150,PB037,MG,IGAM,Informação não disponível,1,4,0.15,0.04,0.26,0.093,-18.41544,-47.15486
-47.40633,-18.491189999431832,1151,PB038,MG,IGAM,Informação não disponível,1,4,0.05,0.02,0.11,0.041,-18.49119,-47.40633
-47.48656,-18.329749999436071,1152,PB039,MG,IGAM,Informação não disponível,1,4,0.375,0.04,1.16,0.526,-18.32975,-47.48656
-47.69869,-18.719439999425852,1153,PB040,MG,IGAM,Informação não disponível,1,4,0.057,0.03,0.11,0.036,-18.71944,-47.69869
-48.04775,-18.761939999424698,1154,PB041,MG,IGAM,Informação não disponível,1,4,0.023,0.02,0.03,0.005,-18.76194,-48.04775
-46.55297,-19.46588999940651,1155,PB042,MG,IGAM,Informação não disponível,1,4,0.092,0.03,0.15,0.067,-19.46589,-46.55297
-47.14908,-19.23041999941254,1156,PB043,MG,IGAM,Informação não disponível,1,4,0.025,0.02,0.04,0.01,-19.23042,-47.14908
-47.80128,-19.23752999941237,1157,PB044,MG,IGAM,Informação não disponível,1,4,0.02,0.02,0.02,0,-19.23753,-47.80128
-49.19286,-18.538309999430599,1158,PB045,MG,IGAM,Informação não disponível,1,4,0.028,0.02,0.04,0.01,-18.53831,-49.19286
-48.73636,-19.16618999941419,1159,PB046,MG,IGAM,Informação não disponível,1,4,0.028,0.02,0.05,0.015,-19.16619,-48.73636
-48.57142,-19.0673099994168,1160,PB047,MG,IGAM,Informação não disponível,1,4,0.022,0.02,0.03,0.005,-19.06731,-48.57142
-49.02511,-18.946859999419914,1161,PB048,MG,IGAM,Informação não disponível,1,4,0.023,0.02,0.03,0.005,-18.94686,-49.02511
-49.05681,-18.87757999942173,1162,PB049,MG,IGAM,Informação não disponível,1,4,0.085,0.04,0.15,0.047,-18.87758,-49.05681
-49.06061,-19.377029999408773,1163,PB050,MG,IGAM,Informação não disponível,1,4,0.035,0.02,0.07,0.024,-19.37703,-49.06061
-49.99994,-18.890139999421354,1164,PB051,MG,IGAM,Informação não disponível,1,4,0.105,0.03,0.26,0.105,-18.89014,-49.99994
-50.47086,-19.324609999410132,1165,PB052,MG,IGAM,Informação não disponível,1,4,0.082,0.02,0.21,0.088,-19.32461,-50.47086
-50.38192,-19.228029999412605,1166,PB053,MG,IGAM,Informação não disponível,1,4,0.072,0.02,0.18,0.074,-19.22803,-50.38192
-50.67122,-19.494219999405765,1167,PB054,MG,IGAM,Informação não disponível,1,4,0.048,0.02,0.08,0.025,-19.49422,-50.67122
-46.78833,-19.070169999416724,1168,PB055,MG,IGAM,Informação não disponível,1,4,0.1,0.07,0.13,0.029,-19.07017,-46.78833
-46.67007,-20.146979999389206,1169,PB056,MG,IGAM,Informação não disponível,1,3,0.02,0.02,0.02,0,-20.14698,-46.67007
-46.89334,-19.788939999398298,1170,PB057,MG,IGAM,Informação não disponível,1,4,0.032,0.02,0.04,0.01,-19.78894,-46.89334
-36.99711,-7.888709999743125,1171,PÇ09,PB,SUDEMA,Açude Poções (Monteiro),2,2,0.12,0.09,0.15,0.042,-7.88871,-36.99711
-47.3228,-22.710799999327357,1172,PCAB02100,SP,CETESB,Rio Piracicaba,1,6,0.4,0.1,0.9,0.322,-22.7108,-47.3228
-47.3872,-22.69749999932765,1173,PCAB02135,SP,CETESB,Rio Piracicaba,1,6,1.033,0.5,2,0.516,-22.6975,-47.3872
-47.5828,-22.688899999327848,1174,PCAB02192,SP,CETESB,Rio Piracicaba,1,6,0.9,0.5,2,0.583,-22.6889,-47.5828
-47.6494,-22.712199999327314,1175,PCAB02220,SP,CETESB,Rio Piracicaba,1,6,0.733,0.4,1,0.301,-22.7122,-47.6494
-47.67194,-22.69555999932771,1176,PCAB02300,SP,CETESB,Rio Piracicaba,1,6,0.667,0.4,1,0.266,-22.69556,-47.67194
-47.7775,-22.691899999327767,1177,PCAB02800,SP,CETESB,Rio Piracicaba,1,6,0.6,0.3,1,0.261,-22.6919,-47.7775
-39.45618,-6.073499999801225,1178,PÇB01,CE,COGERH,Informação não disponível,2,3,0.197,0.032,0.48,0.246,-6.0735,-39.45618
-48.1742,-22.628899999329228,1179,PCBP02500,SP,CETESB,Braço do Rio Piracicaba,1,6,0.122,0.05,0.4,0.137,-22.6289,-48.1742
-38.83195,-5.951459999805135,1180,PÇP01,CE,COGERH,Informação não disponível,2,4,0.129,0.079,0.194,0.053,-5.95146,-38.83195
-38.52514,-4.071779999866155,1181,PCT02,CE,COGERH,Açude Pacoti,2,4,0.094,0.026,0.144,0.05,-4.07178,-38.52514
-38.5672,-4.051409999866811,1182,PCT09,CE,COGERH,Açude Pacoti,2,4,0.101,0.071,0.161,0.041,-4.05141,-38.5672
-38.59278,-4.050079999866854,1183,PCT13,CE,COGERH,Açude Pacoti,2,3,0.052,0.031,0.092,0.035,-4.05008,-38.59278
-40.72209,-6.194179999797323,1184,PCT18,CE,COGERH,Açude Pacoti,2,14,0.054,0.013,0.154,0.05,-6.19418,-40.72209
-39.62985,-3.448999999886536,1185,PCT22,CE,COGERH,Açude Pacoti,2,4,0.069,0.013,0.167,0.07,-3.449,-39.62985
-39.63142,-3.440119999886799,1186,PÇV01,CE,COGERH,Poço Verde,2,2,0.16,0.089,0.231,0.1,-3.44012,-39.63142
-42.53667,-15.193389999522211,1187,PD001,MG,IGAM,Rio Pardo,1,3,0.02,0.02,0.02,0,-15.19339,-42.53667
-42.62531,-15.355579999517559,1188,PD002,MG,IGAM,Rio do Cedro,1,4,0.02,0.02,0.02,0,-15.35558,-42.62531
-42.17214,-15.702919999507786,1189,PD003,MG,IGAM,Rio Pardo,1,4,0.02,0.02,0.02,0,-15.70292,-42.17214
-41.45861,-15.743639999506666,1190,PD004,MG,IGAM,Rio Mosquito,1,4,0.04,0.02,0.08,0.028,-15.74364,-41.45861
-41.23528,-15.511389999513177,1191,PD005,MG,IGAM,Rio Pardo,1,4,0.022,0.02,0.03,0.005,-15.51139,-41.23528
-40.17078,-17.855719999448699,1192,PE001,MG,IGAM,Informação não disponível,1,4,0.06,0.05,0.07,0.008,-17.85572,-40.17078
-46.60889,-23.578059999307612,1193,IPIR04900,SP,CETESB,Córrego do Ipiranga,1,6,1.137,0.65,1.69,0.495,-23.57806,-46.60889
-47.05778,-23.26193999931472,1194,IRIS02100,SP,CETESB,Rio Piraí,1,6,0.082,0.02,0.3,0.109,-23.26194,-47.05778
-47.07333,-23.247779999315039,1195,IRIS02200,SP,CETESB,Rio Piraí,1,6,0.613,0.08,2,0.744,-23.24778,-47.07333
-47.08361,-23.239999999315248,1196,IRIS02250,SP,CETESB,Rio Piraí,1,6,1.467,0.2,3,1.048,-23.24,-47.08361
-47.12028,-23.262219999314748,1197,IRIS02400,SP,CETESB,Rio Piraí,1,6,1.25,0.7,2,0.592,-23.26222,-47.12028
-47.17611,-23.256389999314873,1198,IRIS02600,SP,CETESB,Rio Piraí,1,6,1,0.5,2,0.525,-23.25639,-47.17611
-47.2456,-22.186699999339549,1199,IRIS02900,SP,CETESB,Rio Piraí,2,6,0.283,0.1,0.7,0.232,-22.1867,-47.2456
-51.223,-20.223499999387304,1200,ISOL02995,SP,CETESB,Reservatório de Ilha Solteira,2,6,0.017,0.01,0.02,0.005,-20.2235,-51.223
-41.16486,-3.154019999896192,1201,ITA01,CE,COGERH,Informação não disponível,2,4,0.043,0.033,0.06,0.013,-3.15402,-41.16486
-39.70922,-18.435609999433282,1202,ITA1C016,ES,IEMA,Informação não disponível,1,4,0,0,0,0,-18.43561,-39.70922
-39.70958,-18.436719999433233,1203,ITA1C017,ES,IEMA,Informação não disponível,1,4,0,0,0,0,-18.43672,-39.70958
-39.95503,-18.301109999436829,1204,ITA1D015,ES,AGERH,Rio Itaúnas,1,4,0,0,0,0,-18.30111,-39.95503
-40.03444,-18.265039999437789,1205,ITA1E005,ES,IEMA,Rio Itaúnas,1,4,0,0,0,0,-18.26504,-40.03444
-39.70925,-18.439169999433169,1206,ITA1E010,ES,AGERH,Rio Itaúnas,1,4,0,0,0,0,-18.43917,-39.70925
-45.97083,-23.779999999303094,1207,ITAE02900,SP,CETESB,Rio Itaguaré,1,6,0.028,0.02,0.04,0.008,-23.78,-45.97083
-45.01306,-23.401389999311586,1208,ITAM02950,SP,CETESB,Rio Itamambuca,1,6,0.056,0.02,0.19,0.068,-23.40139,-45.01306
-48.3719,-23.556899999308087,1209,ITAP02800,SP,CETESB,Rio Itapetininga,1,6,0.095,0.07,0.13,0.021,-23.5569,-48.3719
-49.5531,-23.725599999304332,1210,ITAR02500,SP,CETESB,Rio Itararé,1,6,0.067,0.04,0.11,0.025,-23.7256,-49.5531
-41.46292,-21.206019999363061,1211,ITB1C010,ES,IEMA,Rio Itabapoana,1,4,0,0,0,0,-21.20602,-41.46292
-41.3088,-21.22208999936263,1212,ITB1C015,ES,IEMA,Rio Itabapoana,1,4,0,0,0,0,-21.22209,-41.3088
-41.67896,-21.12277999936504,1213,ITB1E005,ES,IEMA,Rio Itabapoana,1,4,0,0,0,0,-21.12278,-41.67896
-40.37908,-20.320969999384857,1214,ITG1C002,ES,IEMA,Rio Itanguá,1,4,1,0,2,0.816,-20.32097,-40.37908
-38.90977,-6.241889999795785,1215,ITP01,CE,COGERH,Informação não disponível,2,6,0.156,0.052,0.216,0.063,-6.24189,-38.90977
-41.26871,-20.75943999937396,1216,ITP1C030,ES,IEMA,Rio Itapemirim,1,4,0,0,0,0,-20.75944,-41.26871
-41.13608,-20.798839999372987,1217,ITP1C035,ES,IEMA,Rio Itapemirim,1,4,0,0,0,0,-20.79884,-41.13608
-41.07491,-20.918369999370054,1218,ITP1C050,ES,IEMA,Rio Itapemirim,1,4,0,0,0,0,-20.91837,-41.07491
-40.83828,-21.012219999367783,1219,ITP1C055,ES,AGERH,Rio Itapemirim,1,4,0,0,0,0,-21.01222,-40.83828
-41.09838,-20.863769999371403,1220,ITP1D045,ES,IEMA,Rio Itapemirim,1,4,0,0,0,0,-20.86377,-41.09838
-41.17282,-20.69870999937547,1221,ITP2C040,ES,IEMA,Rio Itapemirim,1,4,0,0,0,0,-20.69871,-41.17282
-40.93911,-20.998749999368069,1222,ITP2C060,ES,IEMA,Rio Muqui,1,4,0,0,0,0,-20.99875,-40.93911
-40.34189,-10.598079999658408,1223,ITPAIP050,BA,INGÁ,Rio Aipim,1,3,0.02,0.02,0.02,0,-10.59808,-40.34189
-39.09528,-11.276999999637649,1224,ITPARA002,BA,INEMA,Itapicuru-Mirim,1,3,0.037,0.02,0.07,0.029,-11.277,-39.09528
-40.53917,-11.229439999639123,1225,ITPBCA001,BA,INEMA,Itapicuru-Mirim,1,3,0.023,0.02,0.03,0.006,-11.22944,-40.53917
-40.05206,-11.190939999640291,1226,ITPBPA001,BA,INEMA,Barragem Pedras Altas,1,3,0.03,0.02,0.05,0.017,-11.19094,-40.05206
-40.13494,-11.179999999640623,1227,ITPBPA002,BA,INEMA,Barragem Pedras Altas,2,3,0.033,0.02,0.06,0.023,-11.18,-40.13494
-40.09,-11.187999999640361,1228,ITPBPA003,BA,INEMA,Itapicuru-Açu,1,3,0.047,0.02,0.08,0.031,-11.188,-40.09
-40.40811,-10.797039999652302,1229,ITPBPI001,BA,INEMA,Itapicuru-Açu,1,3,0.02,0.02,0.02,0,-10.79704,-40.40811
-40.21222,-10.800999999652186,1230,ITPBPN001,BA,INEMA,Barragem Ponto Novo,2,3,0.043,0.04,0.05,0.006,-10.801,-40.21222
-40.17226,-10.852999999650613,1231,ITPBPN002,BA,INEMA,Barragem Ponto Novo,2,3,0.033,0.02,0.06,0.023,-10.853,-40.17226
-40.21556,-10.831999999651247,1232,ITPBPN003,BA,INEMA,Campo Formoso,1,3,0.03,0.02,0.05,0.017,-10.832,-40.21556
-40.31619,-10.528809999660581,1233,ITPCFM600,BA,INEMA,Campo Formoso,1,3,0.083,0.06,0.11,0.025,-10.52881,-40.31619
-39.35611,-10.479999999662084,1234,ITPCRC050,BA,INGÁ,Rio Cariaçá,2,3,0.037,0.02,0.07,0.029,-10.48,-39.35611
-40.36003,-10.820639999651622,1235,ITPITA100,BA,INGÁ,Rio Itapicuru Açu,1,3,0.023,0.02,0.03,0.006,-10.82064,-40.36003
-40.48714,-11.204279999639862,1236,ITPITM050,BA,INGÁ,Rio Itapicuru mirim,1,3,0.83,0.21,1.69,0.769,-11.20428,-40.48714
-39.73803,-10.951189999647598,1237,ITPITP300,BA,INGÁ,Rio Itapicuru,1,3,0.057,0.02,0.11,0.047,-10.95119,-39.73803
-39.62511,-10.96499999964715,1238,ITPITP330,BA,INGÁ,Rio Itapicuru,1,3,0.097,0.06,0.12,0.032,-10.965,-39.62511
-39.36164,-10.946579999647728,1239,ITPITP400,BA,INGÁ,Rio Itapicuru,1,3,0.063,0.02,0.15,0.075,-10.94658,-39.36164
-39.30778,-10.989719999646404,1240,ITPITP430,BA,INEMA,Itapicuru,1,3,0.057,0.02,0.12,0.055,-10.98972,-39.30778
-38.7565,-11.025419999645322,1241,ITPITP500,BA,INGÁ,Rio Itapicuru,1,3,0.223,0.02,0.62,0.344,-11.02542,-38.7565
-38.51258,-11.097469999643117,1242,ITPITP600,BA,INGÁ,Rio Itapicuru,1,3,0.02,0.02,0.02,0,-11.09747,-38.51258
-38.255,-11.321889999636293,1243,ITPITP700,BA,INGÁ,Rio Itapicuru,1,3,0.033,0.02,0.06,0.023,-11.32189,-38.255
-37.90178,-11.68877999962516,1244,ITPITP800,BA,INGÁ,Rio Itapicuru,1,3,0.027,0.02,0.04,0.012,-11.68878,-37.90178
-37.63128,-11.807639999621561,1245,ITPITP900,BA,INGÁ,Rio Itapicuru,1,3,0.057,0.02,0.13,0.064,-11.80764,-37.63128
-39.71611,-10.651139999656797,1246,ITPJCI050,BA,INGÁ,Rio Jacurici,1,3,0.153,0.12,0.21,0.049,-10.65114,-39.71611
-39.50972,-11.095249999643222,1247,ITPPEX500,BA,INGÁ,Rio Peixe,1,3,0.157,0.02,0.43,0.237,-11.09525,-39.50972
-40.50731,-11.164889999641083,1248,ITPROU050,BA,INGÁ,Rio do Ouro,1,3,0.02,0.02,0.02,0,-11.16489,-40.50731
-40.49817,-10.821999999651565,1249,ITPSMB300,BA,INEMA,do Ouro,1,2,0.02,0.02,0.02,0,-10.822,-40.49817
-43.30694,-15.748329999506511,1250,IU001,MG,IGAM,Informação não disponível,1,4,0.028,0.02,0.04,0.01,-15.74833,-43.30694
-45.57139,-23.418329999311229,1251,IUNA00950,SP,CETESB,Braço do Paraibuna,1,6,0.02,0.02,0.02,0,-23.41833,-45.57139
-40.56283,-20.641669999376852,1252,JAB1E005,ES,AGERH,Rio Jabuti,1,4,0,0,0,0,-20.64167,-40.56283
-40.54314,-20.647219999376755,1253,JAB2C010,ES,AGERH,Rio Jabuti,1,4,0,0,0,0,-20.64722,-40.54314
-40.18866,-20.154659999389008,1254,JAC2C001,ES,IEMA,Rio Jacaraípe,1,4,0,0,0,0,-20.15466,-40.18866
-40.19973,-20.148889999389169,1255,JAC2C005,ES,IEMA,Rio Jacaraípe,1,4,0,0,0,0,-20.14889,-40.19973
-39.594,-5.528089999818837,1256,JAG01,CE,COGERH,Rio Jaguaribe,1,2,0.246,0.035,0.457,0.298,-5.52809,-39.594
-39.404,-5.581519999817099,1257,JAG02,CE,COGERH,Rio Jaguaribe,1,3,0.085,0.044,0.108,0.036,-5.58152,-39.404
-39.285,-5.208239999829169,1258,JAG05,CE,COGERH,Rio Jaguaribe,1,3,0.078,0.048,0.125,0.041,-5.20824,-39.285
-37.822,-4.668869999846732,1259,JAG06,CE,COGERH,Rio Jaguaribe,1,3,0.077,0.048,0.114,0.034,-4.66887,-37.822
-39.739,-5.504619999819563,1260,JAG07,CE,COGERH,Rio Jaguaribe,1,3,0.071,0.031,0.133,0.055,-5.50462,-39.739
-38.925,-6.2379099997959,1261,JAG08,CE,COGERH,Rio Jaguaribe,2,3,0.056,0.044,0.071,0.014,-6.23791,-38.925
-38.909,-6.241469999795776,1262,JAG09,CE,COGERH,Rio Jaguaribe,1,3,0.084,0.058,0.127,0.038,-6.24147,-38.909
-38.453,-5.489189999820084,1263,JAG10,CE,COGERH,Rio Jaguaribe,1,3,0.069,0.051,0.089,0.019,-5.48919,-38.453
-38.29,-5.300149999826177,1264,JAG11,CE,COGERH,Rio Jaguaribe,1,3,0.077,0.048,0.121,0.039,-5.30015,-38.29
-38.074,-5.182949999830011,1265,JAG12,CE,COGERH,Rio Jaguaribe,1,3,0.076,0.055,0.118,0.036,-5.18295,-38.074
-38.054,-5.107129999832443,1266,JAG13,CE,COGERH,Rio Jaguaribe,1,3,0.082,0.048,0.125,0.039,-5.10713,-38.054
-38.015,-5.095259999832838,1267,JAG14,CE,COGERH,Rio Jaguaribe,1,2,0.068,0.055,0.082,0.019,-5.09526,-38.015
-37.986,-5.046239999834448,1268,JAG15,CE,COGERH,Rio Jaguaribe,1,2,0.05,0.048,0.051,0.002,-5.04624,-37.986
-37.757,-4.795579999842553,1269,JAG16,CE,COGERH,Rio Jaguaribe,1,3,0.087,0.045,0.128,0.042,-4.79558,-37.757
-46.28056,-23.329999999313181,1270,JAGI00350,SP,CETESB,Rio Jaguari - UGRHI 02,1,6,0.036,0.02,0.07,0.018,-23.33,-46.28056
-45.9136,-23.172499999316795,1271,JAGI02900,SP,CETESB,Rio Jaguari,1,6,0.033,0.02,0.051,0.012,-23.1725,-45.9136
-46.2339,-23.293899999314029,1272,JAGJ00200,SP,CETESB,Reservatório do Jaguari,2,6,0.042,0.02,0.091,0.027,-23.2939,-46.2339
-46.0275,-23.193609999316269,1273,JAGJ00900,SP,CETESB,Reservatório do Jaguari,2,6,0.02,0.02,0.02,0,-23.19361,-46.0275
-46.02384,-22.898359999323066,1274,JAGR00002,SP,CETESB,Rio Jaguari,1,10,0.083,0.07,0.1,0.013,-22.89836,-46.02384
-46.42806,-22.914999999322671,1275,JAGR00005,SP,CETESB,Rio Jaguari,1,10,0.05,0.02,0.2,0.054,-22.915,-46.42806
-46.54361,-22.908329999322781,1276,JAGR02010,SP,CETESB,Rio Jaguari,1,6,0.042,0.03,0.09,0.024,-22.90833,-46.54361
-46.6097,-22.876699999323566,1277,JAGR02100,SP,CETESB,Rio Jaguari,1,6,0.317,0.2,0.5,0.117,-22.8767,-46.6097
-46.89778,-22.746669999326517,1278,JAGR02200,SP,CETESB,Rio Jaguari,1,6,0.05,0.03,0.1,0.029,-22.74667,-46.89778
-46.97139,-22.712219999327328,1279,JAGR02300,SP,CETESB,Rio Jaguari,1,6,0.18,0.08,0.3,0.08,-22.71222,-46.97139
-47.01417,-22.704169999327483,1280,JAGR02400,SP,CETESB,Rio Jaguari,1,6,0.317,0.2,0.7,0.194,-22.70417,-47.01417
-47.1519,-22.698899999327608,1281,JAGR02500,SP,CETESB,Rio Jaguari,1,6,0.25,0.2,0.3,0.055,-22.6989,-47.1519
-47.2778,-22.662199999328461,1282,JAGR02800,SP,CETESB,Rio Jaguari,1,6,0.3,0.2,0.4,0.089,-22.6622,-47.2778
-48.54028,-22.302499999336877,1283,JAHU02500,SP,CETESB,Rio Jaú,1,6,0.058,0.036,0.09,0.019,-22.3025,-48.54028
-39.43946,-3.964649999869666,1284,JAI02,CE,COGERH,Rio Jaibaras,1,4,0.09,0.053,0.125,0.036,-3.96465,-39.43946
-48.11917,-24.729719999282405,1285,JAIN02500,SP,CETESB,Rio Jacupiranguinha,1,6,0.08,0.03,0.27,0.094,-24.72972,-48.11917
-47.0386,-21.990599999344191,1286,JAMI02500,SP,CETESB,Rio Jaguari-Mirim,1,6,0.093,0.06,0.1,0.016,-21.9906,-47.0386
-48.0081,-24.693599999283197,1287,JAPI02100,SP,CETESB,Rio Jacupiranga,1,6,6.138,2.5,12.2,3.302,-24.6936,-48.0081
-46.42417,-22.92777999932234,1288,JARI00800,SP,CETESB,Reservatório Jaguari,2,11,0.048,0.01,0.11,0.034,-22.92778,-46.42417
-58.46575,-15.84942999950365,1289,JAU270,MT,SEMA,Rio Jauru,1,3,0.193,0.05,0.32,0.136,-15.84943,-58.46575
-58.01594,-16.148739999495284,1290,JAU389,MT,SEMA,Rio Jauru,1,3,0.147,0.05,0.25,0.1,-16.14874,-58.01594
-34.85802,-7.135079999767134,1291,JB02,PB,SUDEMA,Rio Jaguaribe,1,3,0.123,0.03,0.26,0.121,-7.13508,-34.85802
-35.20038,-8.13889999973517,1292,JB05,PE,CPRH,Rio Jaboatão,1,2,0.185,0.06,0.31,0.177,-8.1389,-35.20038
-35.09645,-8.12472999973564,1293,JB10,PE,CPRH,Informação não disponível,1,2,0.55,0.33,0.77,0.311,-8.12473,-35.09645
-40.59724,-3.511029999884499,1294,JB102,CE,COGERH,Jaburu I,2,4,0.026,0.015,0.037,0.009,-3.51103,-40.59724
-41.077,-3.854739999873247,1295,JB105,CE,COGERH,Jaburu I,2,4,0.029,0.025,0.037,0.005,-3.85474,-41.077
-40.08421,-5.530019999818737,1296,JB107,CE,COGERH,Jaburu I,2,4,0.026,0.015,0.035,0.009,-5.53002,-40.08421
-41.11386,-3.863779999872976,1297,JB110,CE,COGERH,Jaburu I,2,4,0.024,0.015,0.032,0.008,-3.86378,-41.11386
-40.66724,-5.288139999826585,1298,JB201,CE,COGERH,Açude Jaburu I,2,3,0.546,0.248,0.92,0.342,-5.28814,-40.66724
-35.10036,-8.088179999736822,1299,JB25,PE,CPRH,Informação não disponível,1,3,0.393,0.13,0.75,0.32,-8.08818,-35.10036
-35.0137,-8.111889999736061,1300,JB35,PE,CPRH,Informação não disponível,1,3,0.283,0.13,0.49,0.186,-8.11189,-35.0137
-35.00728,-8.113589999735973,1301,JB40,PE,CPRH,Informação não disponível,1,3,0.757,0.38,1.43,0.584,-8.11359,-35.00728
-34.97906,-8.15921999973456,1302,JB56,PE,CPRH,Rio Muribequinha,1,3,0.12,0.03,0.22,0.095,-8.15922,-34.97906
-34.96449,-8.174289999734063,1303,JB58,PE,CPRH,Informação não disponível,1,3,0.653,0.37,1.17,0.448,-8.17429,-34.96449
-34.97285,-8.229069999732314,1304,JB75,PE,CPRH,Rio Jaboatão,1,3,0.343,0.32,0.37,0.025,-8.22907,-34.97285
-48.12444,-22.016109999343627,1305,JCGU03200,SP,CETESB,Informação não disponível,1,6,0.155,0.059,0.297,0.084,-22.01611,-48.12444
-48.2783,-21.86579999934715,1306,JCGU03400,SP,CETESB,Rio Jacaré-Guaçu,1,6,0.094,0.057,0.153,0.039,-21.8658,-48.2783
-48.8325,-21.825799999348142,1307,JCGU03900,SP,CETESB,Rio Jacaré-Guaçu,1,6,0.134,0.073,0.215,0.051,-21.8258,-48.8325
-46.33389,-22.968609999321433,1308,JCRE00100,SP,CETESB,Reservatório do Rio Jacareí-UGHRI -5,2,3,0.137,0.04,0.28,0.127,-22.96861,-46.33389
-46.35417,-22.965279999321496,1309,JCRE00200,SP,CETESB,Reservatório do Rio Jacareí-UGHRI -5,2,3,0.027,0.01,0.04,0.015,-22.96528,-46.35417
-46.40083,-22.971109999321381,1310,JCRE00500,SP,CETESB,Res. Jacareí,2,3,0.01,0.01,0.01,0,-22.97111,-46.40083
-43.51381,-18.406109999434072,1311,JE001,MG,IGAM,Rio Jequitinhonha,1,4,0.023,0.02,0.03,0.005,-18.40611,-43.51381
-43.15,-16.669999999480879,1312,JE002,MG,IGAM,Rio Congonhas,1,4,0.02,0.02,0.02,0,-16.67,-43.15
-43.51667,-18.119999999441635,1313,JE003,MG,IGAM,Rio Jequitinhonha,1,4,0.04,0.03,0.06,0.014,-18.12,-43.51667
-42.91,-15.289999999519463,1314,JE004,MG,IGAM,Rio Itacambiruçu,1,4,0.02,0.02,0.02,0,-15.29,-42.91
-43.08144,-17.243529999465203,1315,JE005,MG,IGAM,Rio Jequitinhonha,1,4,0.035,0.02,0.05,0.013,-17.24353,-43.08144
-41.71,-15.869999999503094,1316,JE006,MG,IGAM,Rio Salinas,1,4,0.048,0.03,0.06,0.015,-15.87,-41.71
-42.39833,-16.657219999481214,1317,JE007,MG,IGAM,Rio Jequitinhonha,1,4,0.022,0.02,0.03,0.005,-16.65722,-42.39833
-41.48,-15.73999999950675,1318,JE008,MG,IGAM,Rio Vacaria,1,4,0.02,0.02,0.02,0,-15.74,-41.48
-42.41486,-16.409999999488072,1319,JE009,MG,IGAM,Rio Salinas,1,4,0.023,0.02,0.03,0.005,-16.41,-42.41486
-42.28625,-16.169579999494715,1320,JE010,MG,IGAM,Rio Salinas,1,4,0.053,0.02,0.08,0.025,-16.16958,-42.28625
-42.18472,-16.620829999482229,1321,JE011,MG,IGAM,Rio Jequitinhonha,1,4,0.02,0.02,0.02,0,-16.62083,-42.18472
-42.73003,-17.463359999459261,1322,JE012,MG,IGAM,Rio Itamarandiba,1,4,0.03,0.02,0.05,0.014,-17.46336,-42.73003
-42.82033,-17.285999999464028,1323,JE013,MG,IGAM,Rio Araçuaí,1,4,0.02,0.02,0.02,0,-17.286,-42.82033
-42.59636,-17.219779999465846,1324,JE014,MG,IGAM,Rio Fanado,1,4,0.03,0.02,0.04,0.008,-17.21978,-42.59636
-42.46283,-16.945189999473328,1325,JE015,MG,IGAM,Rio Araçuaí,1,4,0.02,0.02,0.02,0,-16.94519,-42.46283
